element1,element2,element3,element4,M,TC,R,heakey
Tc,Hf,Ta,Au,0.0,0.0,102.50803,43727379
Tc,Hf,Ta,Hg,0.0,0.0,124.97382,43727380
Tc,Hf,Ta,Tl,0.0,0.0,169.50021,43727381
Tc,Hf,Ta,Pb,0.0,0.0,161.03418,43727382
Tc,Hf,Ta,Bi,0.0,0.0,146.00455,43727383
Tc,Hf,W,Re,0.0,0.0,37.680040000000005,43727475
Tc,Hf,W,Os,0.0,0.0,54.28359,43727476
Tc,Hf,W,Ir,0.0,0.0,75.63974,43727477
Tc,Hf,W,Pt,0.0,0.0,87.94882,43727478
Tc,Hf,W,Au,0.0,0.0,102.27785,43727479
Tc,Hf,W,Hg,0.0,0.0,133.45684,43727480
Tc,Hf,W,Tl,0.0,0.0,169.82788,43727481
Tc,Hf,W,Bi,0.0,0.0,135.7587,43727483
Tc,Hf,Re,Os,0.0,0.0,48.53266,43727576
Tc,Hf,Re,Ir,0.0,0.0,68.50761,43727577
Tc,Hf,Re,Pt,0.0,0.0,83.80811,43727578
Tc,Hf,Re,Au,0.0,0.0,102.02616,43727579
Tc,Hf,Re,Hg,0.0,0.0,137.36453999999998,43727580
Tc,Hf,Re,Tl,0.0,0.0,158.90111000000002,43727581
Tc,Hf,Re,Pb,0.0,0.0,138.96636,43727582
Tc,Hf,Re,Bi,0.0,0.0,126.7545,43727583
Tc,Hf,Os,Ir,0.0,0.0,68.2138,43727677
Tc,Hf,Os,Pt,0.0,0.0,82.66722,43727678
Tc,Hf,Os,Au,0.0,0.0,101.24588,43727679
Tc,Hf,Os,Hg,0.0,0.0,133.25714,43727680
Tc,Hf,Os,Tl,0.0,0.0,146.22671,43727681
Tc,Hf,Os,Pb,0.0,0.0,129.77116,43727682
Tc,Hf,Os,Bi,0.0,0.0,121.19616,43727683
Tc,Hf,Ir,Pt,0.0,0.0,85.31411,43727778
Tc,Hf,Ir,Au,0.0,0.0,102.45534,43727779
Tc,Hf,Ir,Hg,0.0,0.0,125.5534,43727780
Tc,Hf,Ir,Tl,0.0,0.0,140.08737,43727781
Tc,Hf,Ir,Pb,0.0,0.0,128.63705,43727782
Tc,Hf,Ir,Bi,0.0,0.0,120.83368,43727783
Tc,Hf,Pt,Au,0.0,0.0,109.49099,43727879
Tc,Hf,Pt,Hg,0.0,0.0,129.35732,43727880
Tc,Hf,Pt,Tl,0.0,0.0,148.47462,43727881
Tc,Hf,Pt,Pb,0.0,0.0,139.66718,43727882
Tc,Hf,Pt,Bi,0.0,0.0,131.78319,43727883
Tc,Hf,Au,Hg,0.0,0.0,149.52624,43727980
Tc,Hf,Au,Tl,0.0,0.0,161.92328,43727981
Tc,Hf,Au,Pb,0.0,0.0,150.18692,43727982
Tc,Hf,Au,Bi,0.0,0.0,141.41745,43727983
Tc,Hf,Hg,Tl,0.0,0.0,166.24228,43728081
Tc,Hf,Hg,Pb,0.0,0.0,151.36287,43728082
Tc,Hf,Hg,Bi,0.0,0.0,140.748,43728083
Tc,Hf,Tl,Pb,0.0,0.0,140.5762,43728182
Tc,Hf,Tl,Bi,0.0,0.0,132.90446,43728183
Tc,Hf,Pb,Bi,0.0,0.0,122.25212,43728283
Tc,Ta,W,Re,0.0,0.0,23.15179,43737475
Tc,Ta,W,Os,0.0,0.0,36.66187,43737476
Tc,Ta,W,Ir,0.0,0.0,57.444790000000005,43737477
Tc,Ta,W,Pt,0.0,0.0,71.85342,43737478
Tc,Ta,W,Au,0.0,0.0,92.07619,43737479
Tc,Ta,W,Hg,0.0,0.0,142.43757,43737480
Tc,Ta,W,Tl,0.0,0.0,153.29441,43737481
Tc,Ta,W,Pb,0.0,0.0,133.85163,43737482
Tc,Ta,W,Bi,0.0,0.0,121.81293,43737483
Tc,Ta,Re,Os,0.0,0.0,30.32318,43737576
Tc,Ta,Re,Ir,0.0,0.0,49.68245,43737577
Tc,Ta,Re,Pt,0.0,0.0,66.28164,43737578
Tc,Ta,Re,Au,0.0,0.0,90.08801,43737579
Tc,Ta,Re,Hg,0.0,0.0,133.93371000000002,43737580
Tc,Ta,Re,Tl,0.0,0.0,136.9485,43737581
Tc,Ta,Re,Pb,0.0,0.0,120.50654,43737582
Tc,Ta,Re,Bi,0.0,0.0,112.21619,43737583
Tc,Ta,Os,Ir,0.0,0.0,50.65296,43737677
Tc,Ta,Os,Pt,0.0,0.0,65.51442,43737678
Tc,Ta,Os,Au,0.0,0.0,88.82737,43737679
Tc,Ta,Os,Hg,0.0,0.0,124.56949,43737680
Tc,Ta,Os,Tl,0.0,0.0,126.37385,43737681
Tc,Ta,Os,Pb,0.0,0.0,112.95453,43737682
Tc,Ta,Os,Bi,0.0,0.0,106.52779,43737683
Tc,Ta,Ir,Pt,0.0,0.0,68.5253,43737778
Tc,Ta,Ir,Au,0.0,0.0,89.0886,43737779
Tc,Ta,Ir,Hg,0.0,0.0,120.6613,43737780
Tc,Ta,Ir,Tl,0.0,0.0,125.50067,43737781
Tc,Ta,Ir,Pb,0.0,0.0,115.01474,43737782
Tc,Ta,Ir,Bi,0.0,0.0,108.02562,43737783
Tc,Ta,Pt,Au,0.0,0.0,96.86473,43737879
Tc,Ta,Pt,Hg,0.0,0.0,129.63386,43737880
Tc,Ta,Pt,Tl,0.0,0.0,140.14543999999998,43737881
Tc,Ta,Pt,Pb,0.0,0.0,129.3626,43737882
Tc,Ta,Pt,Bi,0.0,0.0,121.06564,43737883
Tc,Ta,Au,Hg,0.0,0.0,151.05936,43737980
Tc,Ta,Au,Tl,0.0,0.0,159.82183999999998,43737981
Tc,Ta,Au,Pb,0.0,0.0,143.7389,43737982
Tc,Ta,Au,Bi,0.0,0.0,133.68606,43737983
Tc,Ta,Hg,Tl,0.0,0.0,165.55139,43738081
Tc,Ta,Hg,Pb,0.0,0.0,146.73672,43738082
Tc,Ta,Hg,Bi,0.0,0.0,136.25884,43738083
Tc,Ta,Tl,Pb,0.0,0.0,135.56148000000002,43738182
Tc,Ta,Tl,Bi,0.0001,0.0,126.69966,43738183
Tc,Ta,Pb,Bi,0.0,0.0,116.56497,43738283
Tc,W,Re,Os,0.0,0.0,16.69574,43747576
Tc,W,Re,Ir,0.0,0.0,32.862970000000004,43747577
Tc,W,Re,Pt,0.0,0.0,51.94298,43747578
Tc,W,Re,Au,0.0,0.0,86.18654000000001,43747579
Tc,W,Re,Hg,0.0,0.0,113.56176,43747580
Tc,W,Re,Tl,0.0,0.0,114.40486,43747581
Tc,W,Re,Pb,0.0,0.0,102.42725,43747582
Tc,W,Re,Bi,0.0,0.0,97.55275,43747583
Tc,W,Os,Ir,0.0,0.0,32.61315,43747677
Tc,W,Os,Pt,0.0,0.0,50.29817,43747678
Tc,W,Os,Au,0.0,0.0,81.62739,43747679
Tc,W,Os,Hg,0.0,0.0,106.0064,43747680
Tc,W,Os,Tl,0.0,0.0,107.37401,43747681
Tc,W,Os,Pb,0.0,0.0,97.2271,43747682
Tc,W,Os,Bi,0.0,0.0,93.08025,43747683
Tc,W,Ir,Pt,0.0,0.0,53.60119,43747778
Tc,W,Ir,Au,0.0,0.0,83.17747,43747779
Tc,W,Ir,Hg,0.0,0.0,107.11521,43747780
Tc,W,Ir,Tl,0.0,0.0,111.9473,43747781
Tc,W,Ir,Pb,0.0,0.0,102.46314,43747782
Tc,W,Ir,Bi,0.0,0.0,97.11785,43747783
Tc,W,Pt,Au,0.0,0.0,95.36432,43747879
Tc,W,Pt,Hg,0.0,0.0,122.72457,43747880
Tc,W,Pt,Tl,0.0,0.0,130.3824,43747881
Tc,W,Pt,Pb,0.0,0.0,118.78983999999998,43747882
Tc,W,Pt,Bi,0.0,0.0,111.88502,43747883
Tc,W,Au,Hg,0.0,0.0,148.21551000000002,43747980
Tc,W,Au,Tl,0.0,0.0,152.41818999999998,43747981
Tc,W,Au,Pb,0.0,0.0,135.19425,43747982
Tc,W,Au,Bi,0.0,0.0,126.56234,43747983
Tc,W,Hg,Tl,0.0,0.0,157.16382,43748081
Tc,W,Hg,Pb,0.0,0.0,138.68194,43748082
Tc,W,Hg,Bi,0.0,0.0,130.42038,43748083
Tc,W,Tl,Pb,0.0,0.0,128.20664,43748182
Tc,W,Tl,Bi,0.0,0.0,120.7385,43748183
Tc,W,Pb,Bi,0.0,0.0,110.14342,43748283
Al,Rh,Cd,Pt,0.0,0.0,102.69087,13454878
Al,Rh,Cd,Au,0.0,0.0,97.19341,13454879
Al,Rh,Cd,Hg,0.0,0.0,91.84643,13454880
Al,Rh,Cd,Tl,0.0,0.0,94.97539,13454881
Al,Rh,Cd,Pb,0.0,0.0,92.44978,13454882
Al,Rh,Cd,Bi,0.0,0.0,98.00425,13454883
Al,Rh,In,Sn,0.0,0.0,71.34026999999999,13454950
Al,Rh,In,Hf,0.0,0.0,154.58758,13454972
Al,Rh,In,Ta,0.0,0.0,161.26127,13454973
Al,Rh,In,W,0.0,0.0,162.93625,13454974
Al,Rh,In,Re,0.0,0.0,161.14005,13454975
Al,Rh,In,Os,0.0,0.0,149.83353,13454976
Al,Rh,In,Ir,0.0,0.0,122.9973,13454977
Al,Rh,In,Pt,0.0,0.0,104.29374,13454978
Al,Rh,In,Au,0.0,0.0,95.55222,13454979
Al,Rh,In,Hg,0.0,0.0,82.9317,13454980
Al,Rh,In,Tl,0.0,0.0,81.53628,13454981
Al,Rh,In,Pb,0.0,0.0,80.72984,13454982
Al,Rh,In,Bi,0.0,0.0,83.76682,13454983
Al,Rh,Sn,Hf,0.0,0.0,137.26646000000002,13455072
Al,Rh,Sn,Ta,0.0,0.0,140.76735,13455073
Al,Rh,Sn,W,0.0,0.0,141.04204,13455074
Al,Rh,Sn,Re,0.0,0.0,137.59278999999998,13455075
Al,Rh,Sn,Os,0.0,0.0,128.15337,13455076
Al,Rh,Sn,Ir,0.0,0.0,112.97283,13455077
Al,Rh,Sn,Pt,0.0,0.0,104.36905,13455078
Al,Rh,Sn,Au,0.0,0.0,93.86357,13455079
Al,Rh,Sn,Hg,0.0,0.0,81.89754,13455080
Al,Rh,Sn,Tl,0.0,0.0,78.87992,13455081
Al,Rh,Sn,Pb,0.0,0.0,74.69148,13455082
Al,Rh,Sn,Bi,0.0,0.0,77.83081999999999,13455083
Al,Rh,Hf,Ta,0.0,0.0,138.43948,13457273
Al,Rh,Hf,W,0.0,0.0,141.90176,13457274
Al,Rh,Hf,Re,0.0,0.0,144.56418,13457275
Al,Rh,Hf,Os,0.0,0.0,142.72031,13457276
Al,Rh,Hf,Ir,0.0,0.0,136.31611999999998,13457277
Al,Rh,Hf,Pt,0.0,0.0,139.84589,13457278
Tc,Re,Os,Ir,0.0,0.0,13.63876,43757677
Tc,Re,Os,Pt,0.0,0.0,34.8416,43757678
Tc,Re,Os,Au,0.0,0.0,67.34963,43757679
Tc,Re,Os,Hg,0.0,0.0,90.94186,43757680
Tc,Re,Os,Tl,0.0,0.0,93.33976,43757681
Tc,Re,Os,Pb,0.0,0.0,85.29888000000001,43757682
Tc,Re,Os,Bi,0.0,0.0,82.40249,43757683
Tc,Re,Ir,Pt,0.0,0.0,37.55924,43757778
Tc,Re,Ir,Au,0.0,0.0,70.2992,43757779
Tc,Re,Ir,Hg,0.0,0.0,95.65334,43757780
Tc,Re,Ir,Tl,0.0,0.0,99.7132,43757781
Tc,Re,Ir,Pb,0.0,0.0,91.26438,43757782
Tc,Re,Ir,Bi,0.0,0.0,86.47156,43757783
Tc,Re,Pt,Au,0.0,0.0,83.90598,43757879
Tc,Re,Pt,Hg,0.0,0.0,110.86808,43757880
Tc,Re,Pt,Tl,0.0,0.0,118.37951,43757881
Tc,Re,Pt,Pb,0.0,0.0,109.38322,43757882
Tc,Re,Pt,Bi,0.0,0.0,102.36218,43757883
Tc,Re,Au,Hg,0.0,0.0,136.79453,43757980
Tc,Re,Au,Tl,0.0,0.0,142.13859,43757981
Tc,Re,Au,Pb,0.0,0.0,126.50287,43757982
Tc,Re,Au,Bi,0.0,0.0,119.26485,43757983
Tc,Re,Hg,Tl,0.0,0.0,147.47779,43758081
Tc,Re,Hg,Pb,0.0,0.0,131.9086,43758082
Tc,Re,Hg,Bi,0.0,0.0,124.95361,43758083
Tc,Re,Tl,Pb,0.0,0.0,121.17608,43758182
Tc,Re,Tl,Bi,0.0,0.0,115.29381,43758183
Tc,Re,Pb,Bi,0.0,0.0,106.73652,43758283
Tc,Os,Ir,Pt,0.0,0.0,26.95428,43767778
Tc,Os,Ir,Au,0.0,0.0,61.04285,43767779
Tc,Os,Ir,Hg,0.0,0.0,85.65954,43767780
Tc,Os,Ir,Tl,0.0,0.0,89.9717,43767781
Tc,Os,Ir,Pb,0.0,0.0,82.66985,43767782
Tc,Os,Ir,Bi,0.0,0.0,79.17491,43767783
Tc,Os,Pt,Au,0.0,0.0,72.76158000000001,43767879
Tc,Os,Pt,Hg,0.0,0.0,98.79093,43767880
Tc,Os,Pt,Tl,0.0,0.0,106.39476,43767881
Tc,Os,Pt,Pb,0.0,0.0,98.17256,43767882
Tc,Os,Pt,Bi,0.0,0.0,93.91315,43767883
Tc,Os,Au,Hg,0.0,0.0,124.58849,43767980
Tc,Os,Au,Tl,0.0,0.0,131.45723,43767981
Tc,Os,Au,Pb,0.0,0.0,118.14431,43767982
Tc,Os,Au,Bi,0.0,0.0,112.46396,43767983
Tc,Os,Hg,Tl,0.0,0.0,137.00897,43768081
Tc,Os,Hg,Pb,0.0,0.0,124.56063,43768082
Tc,Os,Hg,Bi,0.0001,0.0,119.40478,43768083
Tc,Os,Tl,Pb,0.0,0.0,116.18483,43768182
Tc,Os,Tl,Bi,0.0,0.0,110.72797,43768183
Tc,Os,Pb,Bi,0.0,0.0,102.58553,43768283
Tc,Ir,Pt,Au,0.0,0.0,63.88533,43777879
Tc,Ir,Pt,Hg,0.0,0.0,89.29923000000001,43777880
Tc,Ir,Pt,Tl,0.0,0.0,99.03538,43777881
Tc,Ir,Pt,Pb,0.0,0.0,95.19646,43777882
Tc,Ir,Pt,Bi,0.0,0.0,91.10389,43777883
Tc,Ir,Au,Hg,0.0,0.0,116.78075,43777980
Tc,Ir,Au,Tl,0.0,0.0,123.55664,43777981
Tc,Ir,Au,Pb,0.0,0.0,116.04925,43777982
Tc,Ir,Au,Bi,0.0,0.0,110.46535,43777983
Tc,Ir,Hg,Tl,0.0,0.0,132.6183,43778081
Tc,Ir,Hg,Pb,0.0,0.0,123.36913,43778082
Tc,Ir,Hg,Bi,0.0,0.0,117.88469,43778083
Tc,Ir,Tl,Pb,0.4849,20.769,117.05031,43778182
Tc,Ir,Tl,Bi,0.0,0.0,110.73794,43778183
Tc,Ir,Pb,Bi,0.0,0.0,103.30704,43778283
Tc,Pt,Au,Hg,0.0,0.0,124.11449,43787980
Tc,Pt,Au,Tl,0.0,0.0,134.00757,43787981
Tc,Pt,Au,Pb,0.0,0.0,127.25277,43787982
Tc,Pt,Au,Bi,0.0,0.0,122.27892,43787983
Tc,Pt,Hg,Tl,0.0,0.0,142.46546,43788081
Tc,Pt,Hg,Pb,0.0,0.0,133.86656000000002,43788082
Tc,Pt,Hg,Bi,0.0,0.0,128.19548999999998,43788083
Tc,Pt,Tl,Pb,0.0,0.0,126.37147,43788182
Tc,Pt,Tl,Bi,0.0,0.0,120.28524,43788183
Tc,Pt,Pb,Bi,0.0,0.0,112.24265,43788283
Tc,Au,Hg,Tl,0.0,0.0,148.41663,43798081
Tc,Au,Hg,Pb,0.0,0.0,139.56157,43798082
Tc,Au,Hg,Bi,0.0,0.0,133.96612,43798083
Tc,Au,Tl,Pb,0.0,0.0,129.15521,43798182
Tc,Au,Tl,Bi,0.0,0.0,124.41182,43798183
Tc,Au,Pb,Bi,0.6034,2.9930000000000003,108.74866000000002,43798283
Tc,Hg,Tl,Pb,0.0,0.0,124.39959,43808182
Tc,Hg,Tl,Bi,0.6182,74.792,113.82143,43808183
Tc,Hg,Pb,Bi,0.64,67.705,104.82936,43808283
Tc,Tl,Pb,Bi,0.0,0.0,105.52395,43818283
Ru,Rh,Pd,Ag,0.0,0.0,60.4257,44454647
Ru,Rh,Pd,Cd,0.0,0.0,78.48089,44454648
Ru,Rh,Pd,In,0.0,0.0,95.1987,44454649
Ru,Rh,Pd,Sn,0.0,0.0,96.7154,44454650
Ru,Rh,Pd,Hf,0.0,0.0,88.12017,44454672
Ru,Rh,Pd,Ta,0.0,0.0,73.00143,44454673
Ru,Rh,Pd,W,0.0,0.0,59.07251,44454674
Ru,Rh,Pd,Re,0.0,0.0,44.14374,44454675
Ru,Rh,Pd,Os,0.0,0.0,31.25603,44454676
Ru,Rh,Pd,Ir,0.0,0.0,24.41276,44454677
Ru,Rh,Pd,Pt,0.0,0.0,27.96867,44454678
Ru,Rh,Pd,Au,0.0,0.0,50.381,44454679
Ru,Rh,Pd,Hg,0.0,0.0,74.48371,44454680
Ru,Rh,Pd,Tl,0.0,0.0,90.15826,44454681
Ru,Rh,Pd,Pb,0.0,0.0,91.47589,44454682
Ru,Rh,Pd,Bi,0.0,0.0,89.86299,44454683
Ru,Rh,Ag,Cd,0.0,0.0,104.94047,44454748
Ru,Rh,Ag,In,0.0,0.0,124.24963,44454749
Ru,Rh,Ag,Sn,0.2952,121.847,118.64517,44454750
Ru,Rh,Ag,Hf,0.0,0.0,106.77173,44454772
Ru,Rh,Ag,Ta,0.0,0.0,91.30234,44454773
Ru,Rh,Ag,W,0.0,0.0,80.24273000000001,44454774
Ru,Rh,Ag,Re,0.0,0.0,70.0051,44454775
Ru,Rh,Ag,Os,0.0,0.0,61.2447,44454776
Ru,Rh,Ag,Ir,0.0,0.0,53.88139,44454777
Ru,Rh,Ag,Pt,0.0,0.0,55.93666999999999,44454778
Ru,Rh,Ag,Au,0.0,0.0,75.25367,44454779
Ru,Rh,Ag,Hg,0.0,0.0,102.20598,44454780
Ru,Rh,Ag,Tl,0.0,0.0,117.37303,44454781
Ru,Rh,Ag,Pb,0.0,0.0,114.49352,44454782
Ru,Rh,Ag,Bi,0.488,266.98400000000004,113.29045,44454783
Ru,Rh,Cd,In,0.0,0.0,140.891,44454849
Ru,Rh,Cd,Sn,0.0,0.0,127.9214,44454850
Ru,Rh,Cd,Hf,0.0,0.0,121.07821,44454872
Ru,Rh,Cd,Ta,0.0,0.0,108.62465,44454873
Ru,Rh,Cd,W,0.0,0.0,101.9001,44454874
Ru,Rh,Cd,Re,0.0,0.0,94.08599,44454875
Ru,Rh,Cd,Os,0.0,0.0,83.71495999999999,44454876
Ru,Rh,Cd,Ir,0.0,0.0,71.99394000000001,44454877
Ru,Rh,Cd,Pt,0.0,0.0,75.95600999999999,44454878
Ru,Rh,Cd,Au,0.0,0.0,101.09921,44454879
Ru,Rh,Cd,Hg,0.0,0.0,126.11976,44454880
Ru,Rh,Cd,Tl,0.4294,238.77,121.64194,44454881
Ru,Rh,Cd,Pb,0.0,0.0,123.58285,44454882
Ru,Rh,Cd,Bi,0.5034,280.2,117.87187,44454883
Ru,Rh,In,Sn,0.3697,184.499,118.17553,44454950
Ru,Rh,In,Hf,0.0,0.0,140.54238999999998,44454972
Ru,Rh,In,Ta,0.0,0.0,127.88517,44454973
Ru,Rh,In,W,0.0,0.0,115.51202,44454974
Ru,Rh,In,Re,0.0,0.0,103.87786,44454975
Ru,Rh,In,Os,0.0001,0.0,92.11248,44454976
Ru,Rh,In,Ir,0.0,0.0,80.25976999999999,44454977
Ru,Rh,In,Pt,0.0,0.0,88.31857,44454978
Ru,Rh,In,Au,0.0,0.0,114.88413,44454979
Ru,Rh,In,Hg,0.0,0.0,131.69818999999998,44454980
Ru,Rh,In,Tl,0.0,0.0,126.62396,44454981
Ru,Rh,In,Pb,0.0,0.0,119.65354,44454982
Ru,Rh,In,Bi,0.5202,283.267,113.18034,44454983
Ru,Rh,Sn,Hf,0.0,0.0,131.97475,44455072
Ru,Rh,Sn,Ta,0.0,0.0,119.05728,44455073
Ru,Rh,Sn,W,0.0,0.0,108.17932,44455074
Ru,Rh,Sn,Re,0.0,0.0,97.36043,44455075
Ru,Rh,Sn,Os,0.0,0.0,85.26594,44455076
Ru,Rh,Sn,Ir,0.0,0.0,75.99208,44455077
Ru,Rh,Sn,Pt,0.3586,147.935,85.34528,44455078
Ru,Rh,Sn,Au,0.0,0.0,110.44426,44455079
Ru,Rh,Sn,Hg,0.3888,202.29,117.20954,44455080
Ru,Rh,Sn,Tl,0.0,0.0,115.16924,44455081
Ru,Rh,Sn,Pb,0.4042,207.943,109.05336,44455082
Ru,Rh,Sn,Bi,0.4971,258.949,102.18665,44455083
Ru,Rh,Hf,Ta,0.0,0.0,93.82679,44457273
Ru,Rh,Hf,W,0.0,0.0,84.0479,44457274
Ru,Rh,Hf,Re,0.0,0.0,75.94213,44457275
Ru,Rh,Hf,Os,0.0,0.0,71.68903,44457276
Ru,Rh,Hf,Ir,0.0,0.0,71.98879000000001,44457277
Ru,Rh,Hf,Pt,0.0,0.0,82.20195,44457278
Ru,Rh,Hf,Au,0.0,0.0,99.95021,44457279
Ru,Rh,Hf,Hg,0.0,0.0,116.26308,44457280
Ru,Rh,Hf,Tl,0.0,0.0,131.64913,44457281
Ru,Rh,Hf,Pb,0.0,0.0,127.17535,44457282
Ru,Rh,Hf,Bi,0.2691,105.411,125.5679,44457283
Ru,Rh,Ta,W,0.0,0.0,68.18575,44457374
Ru,Rh,Ta,Re,0.0,0.0,59.88736,44457375
Ru,Rh,Ta,Os,0.0,0.0,57.1916,44457376
Ru,Rh,Ta,Ir,0.0,0.0,58.91336999999999,44457377
Ru,Rh,Ta,Pt,0.0,0.0,66.83089,44457378
Ru,Rh,Ta,Au,0.0,0.0,84.10207,44457379
Ru,Rh,Ta,Hg,0.0,0.0,104.97583,44457380
Ru,Rh,Ta,Tl,0.0,0.0,119.79986,44457381
Ru,Rh,Ta,Pb,0.0,0.0,113.94453,44457382
Ru,Rh,Ta,Bi,0.1952,59.276,110.27043,44457383
Ru,Rh,W,Re,0.0,0.0,43.8077,44457475
Ru,Rh,W,Os,0.0,0.0,40.3004,44457476
Ru,Rh,W,Ir,0.0,0.0,41.74797,44457477
Ru,Rh,W,Pt,0.0,0.0,50.86022,44457478
Ru,Rh,W,Au,0.0,0.0,72.44523000000001,44457479
Ru,Rh,W,Hg,0.0,0.0,98.81879,44457480
Ru,Rh,W,Tl,0.0,0.0,108.1084,44457481
Ru,Rh,W,Pb,0.0,0.0,102.23791,44457482
Ru,Rh,W,Bi,0.1947,58.594,99.6017,44457483
Ru,Rh,Re,Os,0.0,0.0,21.018320000000003,44457576
Ru,Rh,Re,Ir,0.0,0.0,21.46735,44457577
Ru,Rh,Re,Pt,0.0,0.0,33.64557,44457578
Ru,Rh,Re,Au,0.0,0.0,61.14485,44457579
Ru,Rh,Re,Hg,0.0,0.0,88.35507,44457580
Ru,Rh,Re,Tl,0.0,0.0,96.65465,44457581
Ru,Rh,Re,Pb,0.1539,31.06,91.50188,44457582
Ru,Rh,Re,Bi,0.2877,96.186,90.53661,44457583
Ru,Rh,Os,Ir,0.0,0.0,10.10212,44457677
Ru,Rh,Os,Pt,0.0,0.0,20.24587,44457678
Ru,Rh,Os,Au,0.0,0.0,51.22937,44457679
Ru,Rh,Os,Hg,0.0,0.0,76.8211,44457680
Ru,Rh,Os,Tl,0.0,0.0,84.59669,44457681
Ru,Rh,Os,Pb,0.0,0.0,79.48364000000001,44457682
Ru,Rh,Os,Bi,0.0,0.0,76.11924,44457683
Ru,Rh,Ir,Pt,0.0,0.0,13.34546,44457778
Ru,Rh,Ir,Au,0.0,0.0,43.25907,44457779
Ru,Rh,Ir,Hg,0.0,0.0,61.76152,44457780
Ru,Rh,Ir,Tl,0.0,0.0,73.78617,44457781
Ru,Rh,Ir,Pb,0.5202,181.392,74.35428,44457782
Ru,Rh,Ir,Bi,0.5817,212.111,75.09082,44457783
Ru,Rh,Pt,Au,0.0,0.0,44.96943,44457879
Ru,Rh,Pt,Hg,0.3678,116.853,61.505680000000005,44457880
Ru,Rh,Pt,Tl,0.4551,191.514,75.38816,44457881
Ru,Rh,Pt,Pb,0.0,0.0,82.5911,44457882
Ru,Rh,Pt,Bi,0.5041,229.094,84.05901999999999,44457883
Ru,Rh,Au,Hg,0.0,0.0,95.30449,44457980
Ru,Rh,Au,Tl,0.0,0.0,107.85524,44457981
Ru,Rh,Au,Pb,0.0,0.0,105.65767,44457982
Ru,Rh,Au,Bi,0.4984,268.04400000000004,104.49286,44457983
Ru,Rh,Hg,Tl,0.0,0.0,121.66595,44458081
Ru,Rh,Hg,Pb,0.4763,271.681,116.95347,44458082
Ru,Rh,Hg,Bi,0.5397,308.60400000000004,113.03922,44458083
Ru,Rh,Tl,Pb,0.5255,304.004,117.46529,44458182
Ru,Rh,Tl,Bi,0.0,0.0,109.09043,44458183
Ru,Rh,Pb,Bi,0.5819,315.296,104.09213,44458283
Ru,Pd,Ag,Cd,0.0,0.0,113.48706,44464748
Ru,Pd,Ag,In,0.0,0.0,135.80342,44464749
Ru,Pd,Ag,Sn,0.0,0.0,136.04755,44464750
Ru,Pd,Ag,Hf,0.0,0.0,121.20619,44464772
Ru,Pd,Ag,Ta,0.0,0.0,103.08915,44464773
Ru,Pd,Ag,W,0.0,0.0,92.7795,44464774
Ru,Pd,Ag,Re,0.0,0.0,83.25833,44464775
Ru,Pd,Ag,Os,0.0,0.0,73.83298,44464776
Ru,Pd,Ag,Ir,0.0,0.0,64.92335,44464777
Ru,Pd,Ag,Pt,0.0,0.0,63.606,44464778
Ru,Pd,Ag,Au,0.0,0.0,85.44402,44464779
Ru,Pd,Ag,Hg,0.0,0.0,111.3631,44464780
Ru,Pd,Ag,Tl,0.0,0.0,131.47833,44464781
Ru,Pd,Ag,Pb,0.0,0.0,131.50711,44464782
Ru,Pd,Ag,Bi,0.0,0.0,128.19987,44464783
Ru,Pd,Cd,In,0.0,0.0,150.87043,44464849
Ru,Pd,Cd,Sn,0.0,0.0,140.68368999999998,44464850
Ru,Pd,Cd,Hf,0.0,0.0,132.34382,44464872
Ru,Pd,Cd,Ta,0.0,0.0,119.92718,44464873
Ru,Pd,Cd,W,0.0,0.0,116.55876,44464874
Ru,Pd,Cd,Re,0.0,0.0,110.31232,44464875
Ru,Pd,Cd,Os,0.0,0.0,98.86242,44464876
Ru,Pd,Cd,Ir,0.0,0.0,84.50743,44464877
Ru,Pd,Cd,Pt,0.0,0.0,85.87209,44464878
Ru,Pd,Cd,Au,0.0,0.0,111.33734,44464879
Ru,Pd,Cd,Hg,0.0,0.0,136.19557,44464880
Ru,Pd,Cd,Tl,0.0,0.0,143.1231,44464881
Ru,Pd,Cd,Pb,0.0,0.0,137.52622,44464882
Ru,Pd,Cd,Bi,0.392,287.228,124.56502,44464883
Ru,Pd,In,Sn,0.0,0.0,131.51442,44464950
Ru,Pd,In,Hf,0.0,0.0,153.64702,44464972
Ru,Pd,In,Ta,0.0,0.0,144.41236999999998,44464973
Ru,Pd,In,W,0.0,0.0,136.38452,44464974
Ru,Pd,In,Re,0.0,0.0,125.52339,44464975
Ru,Pd,In,Os,0.0,0.0,112.25481,44464976
Ru,Pd,In,Ir,0.0,0.0,99.18352,44464977
Ru,Pd,In,Pt,0.0,0.0,104.22235,44464978
Ru,Pd,In,Au,0.0,0.0,128.81163999999998,44464979
Ru,Pd,In,Hg,0.0,0.0,144.22447,44464980
Ru,Pd,In,Tl,0.0,0.0,141.27398,44464981
Ru,Pd,In,Pb,0.0,0.0,132.43253,44464982
Ru,Pd,In,Bi,0.0,0.0,124.32247,44464983
Ru,Pd,Sn,Hf,0.0,0.0,148.39416,44465072
Ru,Pd,Sn,Ta,0.0,0.0,138.4921,44465073
Ru,Pd,Sn,W,0.0,0.0,130.07537,44465074
Ru,Pd,Sn,Re,0.0,0.0,119.11549,44465075
